"","ID","name","year","total_enrollment","female","asian","black","hispanic","multi_racial","native_american","white","disability","ESL","poverty","elementary","middle","high","mean_class_size","resp_rate_parent","outsiders_parent","resp_rate_student","outsiders_student","resp_rate_teacher","outsiders_teacher"
"263","18K366","The Science And Medicine Middle School","2020-21",390,0.544,0.015,0.864,0.09,0.005,0.008,0.018,0.236,0.036,0.79,0,1,0,22.6785714285714,0.09,0.12,0.65,0.3,0.79,0.15
"264","18K581","The Middle School of Media, Law and Fine Arts","2020-21",199,0.462,0.01,0.839,0.075,0.015,0.025,0.035,0.271,0.111,0.85,0,1,0,14.4285714285714,0.11,0.18,0.46,0.2,0.6,0.09
"265","18K588","Middle School for Art and Philosophy","2020-21",131,0.534,0,0.885,0.069,0,0.015,0.031,0.366,0.076,0.9,0,1,0,20.75,0.24,0.03,0.74,0.12,0.89,0
"266","18K763","Brooklyn Science and Engineering Academy","2020-21",359,0.379,0.017,0.891,0.058,0.014,0.006,0.011,0.223,0.019,0.8,0,1,0,17.6458333333333,0.21,0.05,0.74,0.12,1,0
"267","19K089","P.S. 089 Cypress Hills","2020-21",470,0.515,0.002,0.023,0.968,0.002,0.004,0,0.234,0.409,0.91,0.542553191489362,0.363829787234043,0,21.7,0.62,0.01,0.81,0.09,0.72,0.09
"268","19K171","I.S. 171 Abraham Lincoln","2020-21",343,0.405,0.076,0.079,0.819,0,0.017,0.009,0.181,0.294,0.95,0,1,0,21,0.59,0.07,0.71,0.13,0.93,0
"269","19K218","J.H.S. 218 James P. Sinnott","2020-21",333,0.465,0.135,0.444,0.369,0.006,0.021,0.024,0.306,0.222,0.88,0,1,0,21.047619047619,0.37,0.15,0.59,0.18,0.72,0
"270","19K292","J.H.S. 292 Margaret S. Douglas","2020-21",483,0.493,0.186,0.468,0.323,0.004,0.008,0.01,0.273,0.118,0.93,0,1,0,19.0520833333333,0.06,0.13,0.3,0.19,0.47,0.05
"271","19K364","I.S. 364 Gateway","2020-21",209,0.445,0.062,0.708,0.191,0,0.01,0.029,0.368,0.029,0.83,0,1,0,20.7083333333333,0.07,0.07,0.46,0.24,0.96,0
"272","19K404","Academy for Young Writers","2020-21",540,0.6,0.026,0.643,0.302,0.002,0.011,0.017,0.246,0.03,0.91,0,0.331481481481481,0.668518518518519,22.2222222222222,0.03,0.14,0.27,0.16,0.85,0.1
"273","19K409","East New York Family Academy","2020-21",558,0.48,0.03,0.694,0.251,0.005,0.013,0.004,0.242,0.025,0.92,0,0.39247311827957,0.60752688172043,26.2222222222222,0.27,0.03,0.47,0.15,0.79,0.03
"274","19K422","Spring Creek Community School","2020-21",531,0.446,0.013,0.704,0.239,0.004,0.009,0.021,0.258,0.04,0.83,0,0.404896421845574,0.595103578154426,20.7,0.06,0.06,0.09,0.15,0.43,0.43
"275","19K452","Frederick Douglass Academy VIII Middle School","2020-21",274,0.54,0.047,0.715,0.219,0,0,0.018,0.226,0.033,0.92,0,1,0,25.4761904761905,0.7,0.05,0.58,0.17,0.8,0
"276","19K654","Van Siclen Community Middle School","2020-21",286,0.462,0.014,0.689,0.266,0,0,0.031,0.325,0.115,0.94,0,1,0,21.452380952381,0.09,0.12,0.25,0.24,0.85,0
"277","19K661","Vista Academy","2020-21",477,0.463,0.075,0.224,0.658,0.004,0.017,0.019,0.214,0.086,0.95,0,1,0,25.1666666666667,0.08,0.11,0.64,0.14,0.95,0.12
"278","19K662","Liberty Avenue Middle School","2020-21",533,0.503,0.056,0.231,0.67,0.006,0.026,0.011,0.257,0.18,0.95,0,1,0,25.3472222222222,0.88,0,0.75,0.08,0.96,0
"279","19K663","School of the Future Brooklyn","2020-21",108,0.509,0.009,0.639,0.296,0,0.019,0.037,0.389,0.111,0.95,0,1,0,18.875,0.77,0.15,0.52,0.29,0.53,0.5
"280","19K678","East New York Middle School of Excellence","2020-21",245,0.473,0.033,0.49,0.433,0.012,0.012,0.02,0.257,0.155,0.95,0,1,0,23.7857142857143,0.98,0,0.96,0.03,0.75,0.06
"281","19K760","Highland Park Community School","2020-21",357,0.518,0.056,0.081,0.824,0.003,0.017,0.02,0.204,0.196,0.91,0,1,0,22.0714285714286,0.11,0.08,0.74,0.14,0.81,0
"282","19K907","Legacy School of the Arts","2020-21",142,0.542,0.035,0.627,0.289,0.007,0.007,0.028,0.254,0.056,0.9,0,1,0,23.4,0.24,0.18,0.7,0.26,0.94,0.07
"283","20K030","P.S./I.S. 30 Mary White Ovington","2020-21",961,0.466,0.2,0.01,0.357,0.01,0.005,0.417,0.204,0.223,0.75,0.467221644120708,0.439125910509886,0,23.7666666666667,0.22,0.07,0.73,0.17,0.91,0.04
"284","20K062","J.H.S. 062 Ditmas","2020-21",1109,0.488,0.386,0.14,0.32,0.008,0.005,0.141,0.188,0.226,0.83,0,1,0,22.2222222222222,0.1,0.06,0.65,0.13,0.87,0.05
"285","20K104","P.S./I.S. 104 The Fort Hamilton School","2020-21",1206,0.472,0.223,0.04,0.26,0.03,0.004,0.443,0.163,0.132,0.64,0.505804311774461,0.393034825870647,0,25.0326086956522,0.08,0.11,0.89,0.16,1,0.07
"286","20K163","P.S. 163 Bath Beach","2020-21",616,0.482,0.326,0.016,0.339,0.002,0,0.317,0.193,0.255,0.8,0.521103896103896,0.366883116883117,0,24.0614035087719,0.2,0.02,0.68,0.11,0.5,0
"287","20K180","The SEEALL Academy","2020-21",1036,0.479,0.445,0.014,0.307,0.01,0.004,0.221,0.189,0.255,0.89,0.420849420849421,0.498069498069498,0,22.8771929824561,0.59,0.03,0.95,0.12,0.75,0.02
"288","20K187","The Christa McAuliffe School\I.S. 187","2020-21",990,0.536,0.756,0.011,0.074,0.008,0.002,0.149,0.116,0.04,0.67,0,1,0,26.4943310657596,0.38,0.04,0.94,0.09,0.83,0
"289","20K192","P.S. 192 - The Magnet School for Math and Science","2020-21",643,0.498,0.168,0.017,0.457,0.002,0.003,0.353,0.213,0.271,0.82,0.567651632970451,0.314152410575428,0,22.1111111111111,0.54,0.04,0.96,0.09,0.76,0.03
"290","20K201","J.H.S. 201 The Dyker Heights","2020-21",1726,0.465,0.565,0.003,0.161,0.003,0.002,0.265,0.143,0.104,0.76,0,1,0,23.7794610151753,0.45,0.05,0.64,0.09,0.91,0
"291","20K220","J.H.S. 220 John J. Pershing","2020-21",1419,0.475,0.529,0.007,0.404,0.001,0.004,0.054,0.179,0.314,0.87,0,1,0,19.5136054421769,0.29,0.04,0.74,0.15,0.9,0.14
"292","20K223","J.H.S. 223 The Montauk","2020-21",888,0.429,0.539,0.029,0.288,0.005,0.008,0.131,0.166,0.258,0.85,0,1,0,20.7130456349206,0.17,0.1,0.64,0.14,0.94,0.03
"293","20K227","J.H.S. 227 Edward B. Shallow","2020-21",1536,0.469,0.555,0.01,0.324,0.001,0.003,0.107,0.174,0.238,0.89,0,1,0,20.3416666666667,0.54,0.06,0.87,0.12,0.98,0.03
"294","20K229","P.S. 229 Dyker","2020-21",1201,0.488,0.608,0.014,0.141,0.008,0.002,0.226,0.139,0.135,0.6,0.590341382181515,0.298917568692756,0,26.2866666666667,0.62,0.04,0.84,0.11,1,0.04
"295","20K259","J.H.S. 259 William McKinley","2020-21",1758,0.473,0.482,0.007,0.191,0.01,0.004,0.304,0.146,0.127,0.73,0,1,0,21.8854166666667,0.43,0.05,0.86,0.11,0.98,0
"296","20K609","Urban Assembly School for Leadership and Empowerme","2020-21",577,1,0.497,0.113,0.187,0.012,0.009,0.177,0.159,0.159,0.88,0,0.374350086655113,0.625649913344887,20.1111111111111,0.02,0.14,0.79,0.22,0.91,0.02
"297","20K686","Brooklyn School of Inquiry","2020-21",523,0.514,0.247,0.052,0.038,0.036,0.002,0.625,0.084,0.09,0.29,0.579349904397706,0.330783938814532,0,26.5909090909091,0.32,0.05,0.02,NA,0.72,0.11
"298","20K936","MS 936 Arts Off 3rd","2020-21",148,0.574,0.135,0.007,0.743,0,0.007,0.101,0.209,0.277,0.85,0,1,0,22.35,0.99,0.06,0.99,0.04,1,0.09
"299","21K095","P.S. 095 The Gravesend","2020-21",997,0.485,0.359,0.058,0.336,0.004,0.007,0.235,0.173,0.141,0.71,0.645937813440321,0.223671013039117,0,24.9066666666667,0.34,0.04,0.88,0.17,1,0
"300","21K096","I.S. 096 Seth Low","2020-21",814,0.466,0.301,0.071,0.334,0.004,0.002,0.287,0.229,0.285,0.76,0,1,0,22.2017006802721,0.15,0.02,0.82,0.13,0.75,0
"301","21K098","I.S. 98 Bay Academy","2020-21",1661,0.541,0.3,0.02,0.079,0.004,0.005,0.553,0.107,0.026,0.53,0,1,0,27.652380952381,0.1,0.06,0.88,0.11,0.85,0.02
"302","21K099","P.S. 099 Isaac Asimov","2020-21",843,0.498,0.44,0.06,0.177,0.005,0.006,0.312,0.132,0.268,0.77,0.590747330960854,0.315539739027283,0,21.1,0.05,0.05,0.67,0.09,0.93,0
"303","21K121","P.S. 121 Nelson A. Rockefeller","2020-21",315,0.438,0.21,0.054,0.4,0.006,0.006,0.324,0.267,0.241,0.74,0.555555555555556,0.352380952380952,0,17.6111111111111,0.2,0.06,0.88,0.09,0.75,0
"304","21K209","P.S. 209 Margaret Mead","2020-21",686,0.484,0.287,0.031,0.27,0.013,0.004,0.392,0.241,0.227,0.74,0.607871720116618,0.294460641399417,0,21.10625,0.4,0.03,0.86,0.18,0.63,0
"305","21K225","P.S. K225 - The Eileen E. Zaglin","2020-21",954,0.454,0.221,0.022,0.34,0,0.012,0.404,0.184,0.348,0.81,0.514675052410902,0.40041928721174,0,20.0947368421053,0.08,0.05,0.49,0.1,0.51,0.08
"306","21K226","P.S. 226 Alfred De B. Mason","2020-21",943,0.481,0.291,0.014,0.324,0.006,0.013,0.352,0.172,0.317,0.78,0.583244962884411,0.32237539766702,0,20.5066666666667,0.66,0.03,0.86,0.12,0.99,0.01
"307","21K228","I.S. 228 David A. Boody","2020-21",1591,0.455,0.299,0.045,0.221,0.006,0.006,0.42,0.153,0.167,0.74,0,1,0,21.5736721611722,0.38,0.04,0.84,0.12,0.7,0.04
"308","21K238","P.S. 238 Anne Sullivan","2020-21",607,0.504,0.221,0.028,0.473,0.007,0,0.272,0.209,0.448,0.82,0.606260296540362,0.275123558484349,0,22.2083333333333,0.23,0.04,0.78,0.2,0.76,0.02
"309","21K239","Mark Twain I.S. 239 for the Gifted & Talented","2020-21",1334,0.563,0.269,0.06,0.09,0.029,0.003,0.513,0.153,0.014,0.35,0,1,0,23.1333333333333,0.41,0.06,0.6,0.11,0.78,0.02
"310","21K281","I.S. 281 Joseph B Cavallaro","2020-21",1189,0.476,0.415,0.056,0.252,0.004,0.006,0.263,0.183,0.204,0.8,0,1,0,23.2541666666667,0.13,0.08,0.61,0.15,0.74,0.08
"311","21K288","P.S. 288 The Shirley Tanyhill","2020-21",550,0.491,0.022,0.615,0.316,0,0.004,0.044,0.291,0.047,0.94,0.581818181818182,0.323636363636364,0,23.6470588235294,0.03,0,0.39,0.18,0.62,0.09
"312","21K303","I.S. 303 Herbert S. Eisenberg","2020-21",525,0.482,0.251,0.118,0.349,0.002,0.006,0.274,0.145,0.173,0.8,0,1,0,21.1354166666667,0.85,0.09,0.92,0.15,0.95,0.11
"313","21K468","Kingsborough Early College School","2020-21",754,0.487,0.081,0.237,0.373,0.013,0,0.282,0.187,0.041,0.67,0,0.435013262599469,0.564986737400531,18.525,0.05,0.06,0.04,0.07,0.65,0
"314","21K690","Brooklyn Studio Secondary School","2020-21",963,0.469,0.212,0.032,0.312,0.005,0.004,0.429,0.204,0.208,0.72,0,0.371754932502596,0.628245067497404,21.6190476190476,0.07,0.03,0.55,0.18,0.4,0.12
"315","22K014","J.H.S. 014 Shell Bank","2020-21",528,0.443,0.165,0.347,0.18,0.004,0.006,0.299,0.246,0.239,0.9,0,1,0,17.6994047619048,0.08,0.07,0.38,0.15,0.74,0
"316","22K078","J.H.S. 078 Roy H. Mann","2020-21",511,0.476,0.08,0.603,0.147,0.014,0.01,0.147,0.266,0.053,0.71,0,1,0,21.53125,0.17,0.07,0.69,0.09,0.88,0.03
"317","22K109","P.S. 109","2020-21",506,0.468,0.034,0.743,0.176,0.008,0.016,0.024,0.287,0.085,0.86,0.515810276679842,0.371541501976285,0,20.9087301587302,0.11,0.05,0.56,0.23,0.6,0.07
"318","22K206","P.S. 206 Joseph F Lamb","2020-21",1517,0.511,0.452,0.018,0.103,0.011,0.008,0.407,0.127,0.276,0.72,0.578773895847067,0.31641397495056,0,22.1364145658263,0.21,0.03,0.79,0.17,0.71,0.04
"319","22K207","P.S. 207 Elizabeth G. Leary","2020-21",1016,0.474,0.179,0.318,0.166,0.027,0.005,0.305,0.183,0.047,0.42,0.549212598425197,0.360236220472441,0,23.8796296296296,0.15,0.07,0.81,0.1,0.73,0.04
"320","22K234","J.H.S. 234 Arthur W. Cunningham","2020-21",1406,0.487,0.274,0.118,0.143,0.006,0.009,0.449,0.151,0.133,0.71,0,1,0,25.6418081918082,0.13,0.07,0.04,0.24,0.39,0.12
"321","22K240","Andries Hudde","2020-21",584,0.455,0.142,0.589,0.19,0.003,0.012,0.063,0.283,0.192,0.89,0,1,0,19.2708333333333,0.25,0.08,0.79,0.22,0.98,0.16
"322","22K278","J.H.S. 278 Marine Park","2020-21",1261,0.504,0.141,0.337,0.163,0.021,0.006,0.329,0.188,0.06,0.68,0,1,0,20.9729166666667,0.2,0.15,0.51,0.16,0.76,0.31
"323","22K381","I. S. 381","2020-21",316,0.437,0.092,0.576,0.165,0.025,0.019,0.12,0.225,0.142,0.72,0,1,0,23.6190476190476,0.43,0.02,0.71,0.14,0.87,0
"324","22K890","M.S. 890","2020-21",289,0.467,0.135,0.367,0.388,0.014,0.007,0.087,0.19,0.073,0.75,0,1,0,20.3809523809524,0.72,0.02,0.92,0.07,1,0.04
"325","23K041","P.S. 041 Francis White","2020-21",290,0.431,0.007,0.583,0.317,0.045,0.034,0.014,0.279,0.055,0.95,0.46551724137931,0.441379310344828,0,20.1666666666667,0.22,0.02,0.79,0.17,0.9,0.16
"326","23K155","P.S./ I.S. 155 Nicholas Herkimer","2020-21",341,0.487,0.021,0.481,0.46,0,0.015,0.023,0.232,0.194,0.93,0.662756598240469,0.255131964809384,0,16.9090909090909,0.25,0.13,0.74,0.15,0.91,0
"327","23K178","P.S. 178 Saint Clair Mckelway","2020-21",280,0.475,0.011,0.696,0.211,0.014,0.021,0.046,0.15,0.079,0.91,0.560714285714286,0.371428571428571,0,20.8181818181818,0.29,0.04,0.64,0.21,0.79,0.05
"328","23K184","P.S. 184 Newport","2020-21",458,0.441,0.004,0.679,0.295,0.002,0.009,0.011,0.293,0.048,0.91,0.561135371179039,0.342794759825328,0,18.1166666666667,0.19,0,0.49,0.18,0.68,0.03
"329","23K323","P.S./I.S. 323","2020-21",505,0.533,0.014,0.752,0.202,0.004,0.006,0.022,0.198,0.05,0.93,0.526732673267327,0.392079207920792,0,21.9824561403509,0.68,0.06,0.71,0.22,0.78,0.03
"330","23K363","Brownsville Collaborative Middle School","2020-21",265,0.483,0.004,0.732,0.253,0.004,0,0.008,0.328,0.102,0.92,0,1,0,20.952380952381,0.03,0,0.45,0.18,0.18,NA
"331","23K392","I.S. 392","2020-21",326,0.571,0.018,0.791,0.147,0.003,0.015,0.018,0.178,0.006,0.81,0,1,0,23.1428571428571,0.3,0.03,0.81,0.18,0.91,0
"332","23K518","Kappa V (Knowledge and Power Preparatory Academy)","2020-21",133,0.459,0,0.85,0.128,0.008,0.015,0,0.301,0.023,0.91,0,1,0,11.875,0.13,0.12,0.75,0.23,0.67,0
"333","23K522","Mott Hall IV","2020-21",131,0.504,0.008,0.748,0.229,0,0.008,0.008,0.298,0.015,0.84,0,1,0,12.25,0.17,0.1,0.74,0.12,0.93,0
"334","23K644","Eagle Academy for Young Men II","2020-21",620,0,0.003,0.866,0.108,0.002,0.01,0.008,0.315,0.006,0.76,0,0.388709677419355,0.611290322580645,19.7142857142857,0.27,0.05,0.14,0.18,0.62,0
"335","23K664","Brooklyn Environmental Exploration School (BEES)","2020-21",172,0.471,0.006,0.744,0.203,0.017,0.029,0,0.384,0.035,0.95,0,1,0,16.8888888888889,0.71,0.01,0.48,0.07,0.7,0
"336","23K668","Riverdale Avenue Middle School","2020-21",126,0.516,0.032,0.667,0.262,0,0.024,0.016,0.333,0.079,0.95,0,1,0,16.6428571428571,0.99,0.02,0.72,0.19,0.71,0
"337","23K671","Mott Hall Bridges Academy","2020-21",204,0.525,0,0.745,0.23,0,0.015,0.01,0.328,0.029,0.95,0,1,0,16.7619047619048,0.26,0.06,0.57,0.11,0.67,0
"338","24Q005","I.S. 5 - The Walter Crowley Intermediate School","2020-21",1644,0.474,0.377,0.018,0.577,0.001,0.004,0.023,0.19,0.211,0.77,0,1,0,25.2340136054422,0.18,0.05,0.78,0.14,0.92,0.01
"339","24Q049","P.S. 049 Dorothy Bonawit Kole","2020-21",1146,0.496,0.201,0.012,0.264,0.01,0.007,0.504,0.18,0.09,0.42,0.524432809773124,0.37347294938918,0,28.25,0.07,0.06,0.35,0.09,0.75,0
"340","24Q058","P.S. 58 - The School of Heroes","2020-21",931,0.469,0.407,0.005,0.407,0.01,0.004,0.166,0.164,0.132,0.71,0.755102040816326,0.123523093447905,0,24.40625,0.36,0.02,0.83,0.11,0.77,0.06
"341","24Q061","I.S. 061 Leonardo Da Vinci","2020-21",2135,0.491,0.042,0.018,0.921,0.001,0.004,0.014,0.216,0.373,0.92,0,1,0,22.6455672799423,0.06,0.07,0.17,0.13,0.3,0.02
"342","24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2020-21",2069,0.483,0.257,0.006,0.62,0.002,0.003,0.11,0.189,0.168,0.71,0,1,0,24.7106575963719,0.16,0.06,0.8,0.15,0.49,0.04
"343","24Q077","I.S. 077","2020-21",772,0.504,0.083,0.017,0.828,0.003,0.003,0.067,0.291,0.229,0.86,0,1,0,23.4632653061224,0.06,0.04,0.53,0.16,0.73,0.06
"344","24Q087","P.S./I.S. 087 Middle Village","2020-21",558,0.489,0.052,0.016,0.581,0.014,0.007,0.328,0.22,0.086,0.59,0.57168458781362,0.32258064516129,0,23.8842105263158,0.1,0.02,0.32,0.13,0.49,0
"345","24Q093","I.S. 093 Ridgewood","2020-21",1083,0.471,0.064,0.017,0.73,0.002,0.008,0.179,0.205,0.165,0.94,0,1,0,21.5246031746032,0.13,0.06,0.54,0.13,0.94,0.01
"346","24Q102","P.S. 102 Bayview","2020-21",1233,0.47,0.618,0.037,0.301,0.007,0.008,0.028,0.13,0.157,0.83,0.543390105433901,0.364963503649635,0,24.705,0.12,0.03,0.86,0.12,0.86,0
"347","24Q113","P.S./I.S. 113 Anthony J. Pranzo","2020-21",839,0.489,0.077,0.013,0.437,0.011,0.001,0.46,0.148,0.075,0.47,0.553039332538737,0.34326579261025,0,25.5972222222222,0.74,0.03,0.88,0.12,1,0
"348","24Q119","P.S./I.S. 119 The Glendale","2020-21",1269,0.506,0.334,0.013,0.276,0.013,0.006,0.358,0.099,0.051,0.74,0.403467297084318,0.53585500394011,0,23.3206666666667,0.42,0.07,0.61,0.16,0.94,0.07
"349","24Q125","I.S. 125 Thom J. McCann Woodside","2020-21",1376,0.527,0.37,0.02,0.544,0.005,0.006,0.053,0.17,0.195,0.76,0,1,0,23.9664772727273,0.19,0.05,0.79,0.13,0.76,0.05
"350","24Q128","P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen","2020-21",836,0.486,0.049,0.008,0.196,0.011,0.004,0.732,0.141,0.054,0.28,0.502392344497608,0.413875598086124,0,20.7631578947368,0.2,0.07,0.79,0.19,0.75,0.02
"351","24Q153","P.S. 153 Maspeth Elem","2020-21",943,0.476,0.136,0.012,0.421,0.012,0.006,0.414,0.183,0.138,0.71,0.768822905620361,0.118769883351007,0,20.1541666666667,0.11,0.04,0.91,0.08,0.91,0.01
"352","24Q311","Corona Arts & Sciences Academy","2020-21",735,0.483,0.015,0.011,0.965,0,0.003,0.005,0.234,0.312,0.95,0,1,0,26.7547619047619,0.15,0.03,0.53,0.13,0.74,0.02
"353","24Q560","Robert F. Wagner, Jr. Secondary School for Arts an","2020-21",645,0.431,0.237,0.051,0.513,0.014,0.003,0.163,0.169,0.033,0.74,0,0.286821705426357,0.713178294573643,52.3333333333333,0.32,0.07,0.67,0.12,0.37,0
"354","25Q025","I.S. 025 Adrien Block","2020-21",1033,0.464,0.587,0.014,0.242,0.009,0.004,0.145,0.154,0.135,0.6,0,1,0,24.4813988095238,0.23,0.05,0.75,0.12,0.6,0
"355","25Q164","P.S. 164 Queens Valley","2020-21",609,0.511,0.33,0.044,0.258,0.008,0.005,0.355,0.159,0.099,0.71,0.505747126436782,0.407224958949097,0,22.6710526315789,0.35,0.02,0.83,0.21,0.54,0.04
"356","25Q185","J.H.S. 185 Edward Bleeker","2020-21",1401,0.468,0.605,0.017,0.278,0.008,0.002,0.089,0.153,0.136,0.74,0,1,0,24.615367965368,0.18,0.05,0.8,0.1,0.85,0.01
"357","25Q189","J.H.S. 189 Daniel Carter Beard","2020-21",714,0.496,0.629,0.034,0.311,0.004,0.001,0.021,0.158,0.217,0.76,0,1,0,21.7395833333333,0.22,0.04,0.63,0.15,0.88,0.08
"358","25Q194","J.H.S. 194 William Carr","2020-21",1191,0.473,0.492,0.013,0.243,0.008,0.003,0.238,0.128,0.096,0.59,0,1,0,22.7343073593074,0.29,0.08,0.54,0.15,0.68,0
"359","25Q200","P.S./M.S. 200 - The Magnet School of Global Studie","2020-21",525,0.499,0.147,0.194,0.516,0.017,0.015,0.11,0.196,0.069,0.69,0.579047619047619,0.327619047619048,0,24.0877192982456,0.24,0.01,0.58,0.25,0.64,0
"360","25Q219","P.S. 219 Paul Klapper","2020-21",627,0.447,0.501,0.064,0.3,0.002,0.006,0.128,0.301,0.177,0.73,0.5311004784689,0.37799043062201,0,21.5098039215686,0.24,0.02,0.74,0.11,0.9,0.03
"361","25Q237","I.S. 237","2020-21",1319,0.484,0.787,0.039,0.155,0.005,0.002,0.011,0.117,0.204,0.73,0,1,0,21.3020833333333,0.11,0.08,0.78,0.17,0.74,0.22
"362","25Q250","I.S. 250 The Robert F. Kennedy Community Middle Sc","2020-21",327,0.434,0.235,0.284,0.364,0,0.024,0.092,0.248,0.171,0.8,0,1,0,26.6071428571429,0.16,0.06,0.81,0.21,0.9,0.11
"363","25Q252","Queens School of Inquiry, The","2020-21",608,0.497,0.436,0.141,0.227,0.01,0.003,0.168,0.153,0.044,0.61,0,0.424342105263158,0.575657894736842,15.8833333333333,0.08,0.02,0.6,0.15,0.8,0
"364","25Q281","East-West School of International Studies","2020-21",674,0.45,0.726,0.045,0.169,0.007,0.003,0.043,0.147,0.11,0.79,0,0.43620178041543,0.56379821958457,23,0.24,0.06,0.49,0.11,0.81,0.02
"365","25Q285","World Journalism Preparatory: A College Board Scho","2020-21",624,0.559,0.184,0.038,0.375,0.013,0.003,0.369,0.205,0.027,0.56,0,0.439102564102564,0.560897435897436,30.0833333333333,0.26,0.08,0.75,0.18,0.74,0
"366","25Q294","BELL Academy","2020-21",353,0.49,0.397,0.031,0.269,0.025,0,0.272,0.193,0.051,0.46,0,1,0,27.6428571428571,0.18,0.02,0.88,0.15,0.75,0
"367","25Q379","College Point Collaborative","2020-21",481,0.489,0.146,0.01,0.699,0.004,0.004,0.137,0.181,0.146,0.76,0,1,0,23.8095238095238,0.22,0.03,0.73,0.14,0.88,0
"368","25Q499","The Queens College School for Math, Science and Te","2020-21",514,0.533,0.498,0.183,0.181,0.053,0.012,0.074,0.117,0.029,0.49,0.571984435797665,0.340466926070039,0,25,0.3,0.03,0.88,0.16,0.59,0
"369","26Q067","J.H.S. 067 Louis Pasteur","2020-21",1044,0.481,0.604,0.052,0.125,0.016,0.004,0.19,0.109,0.038,0.41,0,1,0,23.875,0.27,0.03,0.89,0.13,0.68,0.02
"370","26Q074","J.H.S. 074 Nathaniel Hawthorne","2020-21",1110,0.44,0.654,0.034,0.131,0.026,0.001,0.152,0.152,0.057,0.47,0,1,0,22.8966049382716,0.35,0.03,0.73,0.11,0.75,0.04
"371","26Q158","M.S. 158 Marie Curie","2020-21",972,0.489,0.652,0.038,0.152,0.021,0.002,0.134,0.135,0.063,0.52,0,1,0,21.3645833333333,0.29,0.08,0.7,0.17,0.61,0
"372","26Q172","Irwin Altman Middle School 172","2020-21",974,0.479,0.642,0.081,0.143,0.018,0.017,0.098,0.167,0.073,0.54,0,1,0,26.0255102040816,0.3,0.05,0.77,0.21,0.29,0.11
"373","26Q178","P.S./ IS 178 Holliswood","2020-21",515,0.515,0.155,0.058,0.105,0.014,0.016,0.652,0.151,0.07,0.4,0.56504854368932,0.34368932038835,0,23.8684210526316,0.21,0.09,0.86,0.23,0.71,0.04
"374","26Q216","J.H.S. 216 George J. Ryan","2020-21",1577,0.496,0.685,0.049,0.128,0.015,0.006,0.115,0.1,0.081,0.66,0,1,0,24.7355769230769,0.15,0.08,0.65,0.12,0.57,0.02
"375","26Q266","P.S./I.S. 266","2020-21",584,0.497,0.322,0.269,0.26,0.024,0.017,0.106,0.226,0.026,0.49,0.520547945205479,0.405821917808219,0,20.7166666666667,0.31,0.01,0.85,0.15,0.71,0
"376","27Q042","P.S./M.S 042 R. Vernam","2020-21",615,0.528,0.023,0.678,0.252,0.024,0.007,0.016,0.276,0.033,0.95,0.619512195121951,0.292682926829268,0,21.7781954887218,0.04,0,0.5,0.21,0.98,0.06
"377","27Q043","P.S. 043","2020-21",784,0.496,0.013,0.61,0.356,0.003,0,0.019,0.24,0.068,0.93,0.607142857142857,0.303571428571429,0,21.212962962963,0.02,0.11,0.31,0.26,0.64,0.26
"378","27Q047","P.S. 047 Chris Galas","2020-21",248,0.496,0.036,0.048,0.137,0.012,0,0.766,0.306,0.012,0.35,0.588709677419355,0.314516129032258,0,20.9666666666667,0.12,0.03,0.44,0.09,0.96,0
"379","27Q053","M.S. 053 Brian Piccolo","2020-21",158,0.367,0,0.5,0.443,0.032,0.013,0.013,0.348,0.215,0.88,0,1,0,22.1666666666667,0.6,0.05,0.81,0.16,1,0.11
"380","27Q105","P.S. 105 The Bay School","2020-21",779,0.48,0.026,0.61,0.34,0.004,0.012,0.009,0.297,0.033,0.94,0.540436456996149,0.369704749679076,0,21.9125,0.04,0.03,0.76,0.25,0.81,0.04
"381","27Q114","P.S./M.S. 114 Belle Harbor","2020-21",642,0.484,0.016,0.014,0.123,0.012,0,0.833,0.224,0.009,0.2,0.682242990654206,0.191588785046729,0,21.3148148148148,0.18,0.03,0.82,0.13,0.92,0
"382","27Q124","P.S. 124 Osmond A Church","2020-21",1083,0.472,0.482,0.176,0.177,0.013,0.108,0.042,0.114,0.076,0.63,0.518928901200369,0.404432132963989,0,23.8472222222222,0.09,0.02,0.86,0.14,0.5,0.06
"383","27Q137","M.S. 137 America's School of Heroes","2020-21",1930,0.484,0.498,0.04,0.394,0.004,0.025,0.039,0.156,0.109,0.79,0,1,0,23.5075892857143,0.14,0.07,0.66,0.12,0.9,0
"384","27Q146","P.S. 146 Howard Beach","2020-21",545,0.517,0.084,0.022,0.387,0.006,0.017,0.484,0.226,0.029,0.49,0.565137614678899,0.344954128440367,0,24.3529411764706,0.21,0.05,0.99,0.16,0.75,0.1
"385","27Q183","P.S. 183 Dr. Richard R. Green","2020-21",447,0.45,0.029,0.588,0.275,0.004,0.027,0.076,0.331,0.065,0.92,0.590604026845638,0.313199105145414,0,20.9266666666667,0.04,0.16,0.72,0.21,0.45,0.2
"386","27Q202","J.H.S. 202 Robert H. Goddard","2020-21",1033,0.477,0.336,0.079,0.474,0.008,0.04,0.061,0.17,0.094,0.78,0,1,0,20.8072916666667,0.34,0.06,0.61,0.12,0.93,0
